代码,名称,全称,上一级代码
21042205,木奇镇,辽宁省抚顺市新宾满族自治县木奇镇,21042200
21042206,榆树乡,辽宁省抚顺市新宾满族自治县榆树乡,21042200
21042207,平顶山镇,辽宁省抚顺市新宾满族自治县平顶山镇,21042200
21042208,大四平镇,辽宁省抚顺市新宾满族自治县大四平镇,21042200
21042209,苇子峪镇,辽宁省抚顺市新宾满族自治县苇子峪镇,21042200
21042210,下夹河乡,辽宁省抚顺市新宾满族自治县下夹河乡,21042200
21042211,红升乡,辽宁省抚顺市新宾满族自治县红升乡,21042200
21042212,旺清门镇,辽宁省抚顺市新宾满族自治县旺清门镇,21042200
21042213,响水河乡,辽宁省抚顺市新宾满族自治县响水河乡,21042200
21042214,红庙子乡,辽宁省抚顺市新宾满族自治县红庙子乡,21042200
21042215,北四平乡,辽宁省抚顺市新宾满族自治县北四平乡,21042200
21042299,不详乡镇,辽宁省抚顺市新宾满族自治县不详乡镇,21042200
21042300,清原满族自治县,辽宁省抚顺市清原满族自治县,21040000
21042301,清原镇,辽宁省抚顺市清原满族自治县清原镇,21042300
21042302,南山城镇,辽宁省抚顺市清原满族自治县南山城镇,21042300
21042303,红透山镇,辽宁省抚顺市清原满族自治县红透山镇,21042300
21042304,草市,辽宁省抚顺市清原满族自治县草市,21042300
21042306,南口前,辽宁省抚顺市清原满族自治县南口前,21042300
21042307,夏家堡镇,辽宁省抚顺市清原满族自治县夏家堡镇,21042300
21042308,英额门,辽宁省抚顺市清原满族自治县英额门,21042300
21042309,湾甸,辽宁省抚顺市清原满族自治县湾甸,21042300
21042310,大孤家,辽宁省抚顺市清原满族自治县大孤家,21042300
21042312,敖家堡,辽宁省抚顺市清原满族自治县敖家堡,21042300
21042313,北三家,辽宁省抚顺市清原满族自治县北三家,21042300
21042315,土口子,辽宁省抚顺市清原满族自治县土口子,21042300
21042317,大苏河,辽宁省抚顺市清原满族自治县大苏河,21042300
21042318,构乃甸,辽宁省抚顺市清原满族自治县构乃甸,21042300
21042399,不详乡镇,辽宁省抚顺市清原满族自治县不详乡镇,21042300
21049900,不详县,辽宁省抚顺市不详县,21040000
21049999,不详乡镇,辽宁省抚顺市不详县不详乡镇,21049900
21050000,本溪市,辽宁省本溪市,21000000
21050200,平山区,辽宁省本溪市平山区,21050000
21050201,千金办事处,辽宁省本溪市平山区千金办事处,21050200
21050202,崔东办事处,辽宁省本溪市平山区崔东办事处,21050200
21050203,平山办事处,辽宁省本溪市平山区平山办事处,21050200
21050204,工人办事处,辽宁省本溪市平山区工人办事处,21050200
21050205,站前办事处,辽宁省本溪市平山区站前办事处,21050200
21050206,东明办事处,辽宁省本溪市平山区东明办事处,21050200
21050207,南地办事处,辽宁省本溪市平山区南地办事处,21050200
21050208,北台办事处,辽宁省本溪市平山区北台办事处,21050200
21050209,桥头镇,辽宁省本溪市平山区桥头镇,21050200
21050299,不详乡镇,辽宁省本溪市平山区不详乡镇,21050200
21050300,溪湖区,辽宁省本溪市溪湖区,21050000
21050301,河东办事处,辽宁省本溪市溪湖区河东办事处,21050300
21050302,河西办事处,辽宁省本溪市溪湖区河西办事处,21050300
21050303,彩屯办事处,辽宁省本溪市溪湖区彩屯办事处,21050300
21050304,彩北办事处,辽宁省本溪市溪湖区彩北办事处,21050300
21050305,竖井办事处,辽宁省本溪市溪湖区竖井办事处,21050300
21050306,东风乡办事处,辽宁省本溪市溪湖区东风乡办事处,21050300
21050307,火连寨镇,辽宁省本溪市溪湖区火连寨镇,21050300
21050399,不详乡镇,辽宁省本溪市溪湖区不详乡镇,21050300
21050400,明山区,辽宁省本溪市明山区,21050000
21050401,北地办事处,辽宁省本溪市明山区北地办事处,21050400
21050402,金山办事处,辽宁省本溪市明山区金山办事处,21050400
21050403,高峪办事处,辽宁省本溪市明山区高峪办事处,21050400
21050404,明山办事处,辽宁省本溪市明山区明山办事处,21050400
21050405,新明办事处,辽宁省本溪市明山区新明办事处,21050400
21050406,东兴办事处,辽宁省本溪市明山区东兴办事处,21050400
21050407,高台子镇,辽宁省本溪市明山区高台子镇,21050400
21050408,牛心台办事处,辽宁省本溪市明山区牛心台办事处,21050400
21050409,卧龙办事处,辽宁省本溪市明山区卧龙办事处,21050400
21050499,不详乡镇,辽宁省本溪市明山区不详乡镇,21050400
21050500,南芬区,辽宁省本溪市南芬区,21050000
21050501,南芬办事处,辽宁省本溪市南芬区南芬办事处,21050500
21050502,铁山办事处,辽宁省本溪市南芬区铁山办事处,21050500
21050503,郭家办事处,辽宁省本溪市南芬区郭家办事处,21050500
21050504,思山岭乡,辽宁省本溪市南芬区思山岭乡,21050500
21050505,下马唐镇,辽宁省本溪市南芬区下马唐镇,21050500
21050599,不详乡镇,辽宁省本溪市南芬区不详乡镇,21050500
21050600,高新区,辽宁省本溪高新区,21050000
21050601,石桥子办事处,辽宁省本溪高新区石桥子街道办事处,21050600
21050602,歪头山办事处,辽宁省本溪高新区歪头山街道办事处,21050600
21050603,张其寨办事处,辽宁省本溪高新区张其寨街道办事处,21050600
21052100,本溪满族自治县,辽宁省本溪市本溪满族自治县,21050000
21052101,小市镇,辽宁省本溪市本溪满族自治县小市镇,21052100
21052102,观音阁街道办事处,辽宁省本溪市本溪满族自治县观音阁街道办事处,21052100
21052103,清河城镇,辽宁省本溪市本溪满族自治县清河城镇,21052100
21052105,高官镇,辽宁省本溪市本溪满族自治县高官镇,21052100
21052106,草河口镇,辽宁省本溪市本溪满族自治县草河口镇,21052100
21052107,草河城镇,辽宁省本溪市本溪满族自治县草河城镇,21052100
21052108,草河掌镇,辽宁省本溪市本溪满族自治县草河掌镇,21052100
21052109,连山关镇,辽宁省本溪市本溪满族自治县连山关镇,21052100
21052110,田师付镇,辽宁省本溪市本溪满族自治县田师付镇,21052100
21052111,南甸镇,辽宁省本溪市本溪满族自治县南甸镇,21052100
21052112,碱厂镇,辽宁省本溪市本溪满族自治县碱厂镇,21052100
21052113,东营坊乡,辽宁省本溪市本溪满族自治县东营坊乡,21052100
21052199,不详乡镇,辽宁省本溪市本溪满族自治县不详乡镇,21052100
21052200,桓仁满族自治县,辽宁省本溪市桓仁满族自治县,21050000
21052201,桓仁镇,辽宁省本溪市桓仁满族自治县桓仁镇,21052200
21052202,华来镇,辽宁省本溪市桓仁满族自治县华来镇,21052200
21052205,八里甸子镇,辽宁省本溪市桓仁满族自治县八里甸子镇,21052200
21052206,雅河乡,辽宁省本溪市桓仁满族自治县雅河乡,21052200
21052207,普乐堡镇,辽宁省本溪市桓仁满族自治县普乐堡镇,21052200
21052208,向阳乡,辽宁省本溪市桓仁满族自治县向阳乡,21052200
21052209,二棚甸子镇,辽宁省本溪市桓仁满族自治县二棚甸子镇,21052200
21052211,沙尖子镇,辽宁省本溪市桓仁满族自治县沙尖子镇,21052200
21052212,五里甸子镇,辽宁省本溪市桓仁满族自治县五里甸子镇,21052200
21052213,黑沟乡,辽宁省本溪市桓仁满族自治县黑沟乡,21052200
21052214,古城镇,辽宁省本溪市桓仁满族自治县古城镇,21052200
21052216,北甸子乡,辽宁省本溪市桓仁满族自治县北甸子乡,21052200
21052299,不详乡镇,辽宁省本溪市桓仁满族自治县不详乡镇,21052200
21059900,不详县,辽宁省本溪市不详县,21050000
21059999,不详乡镇,辽宁省本溪市不详县不详乡镇,21059900
21060000,丹东市,辽宁省丹东市,21000000
21060200,元宝区,辽宁省丹东市元宝区,21060000
21060201,六道口办事处,辽宁省丹东市元宝区六道口办事处,21060200
21060202,七道办事处,辽宁省丹东市元宝区七道办事处,21060200
21060203,八道办事处,辽宁省丹东市元宝区八道办事处,21060200
21060204,九道办事处,辽宁省丹东市元宝区九道办事处,21060200
21060205,广济办事处,辽宁省丹东市元宝区广济办事处,21060200
21060206,兴东办事处,辽宁省丹东市元宝区兴东办事处,21060200
21060207,金山镇,辽宁省丹东市元宝区金山镇,21060200
21060299,不详乡镇,辽宁省丹东市元宝区不详乡镇,21060200
21060300,振兴区,辽宁省丹东市振兴区,21060000
21060301,头道办事处,辽宁省丹东市振兴区头道办事处,21060300
21060302,站前办事处,辽宁省丹东市振兴区站前办事处,21060300
21060303,临江办事处,辽宁省丹东市振兴区临江办事处,21060300
21060304,六道办事处,辽宁省丹东市振兴区六道办事处,21060300
21060305,帽盔山办事处,辽宁省丹东市振兴区帽盔山办事处,21060300
21060306,纤维办事处,辽宁省丹东市振兴区纤维办事处,21060300
21060307,永昌办事处,辽宁省丹东市振兴区永昌办事处,21060300
21060308,花园办事处,辽宁省丹东市振兴区花园办事处,21060300
21060311,西城街办事处,辽宁省丹东市振兴区西城街办事处,21060300
21060312,汤池镇,辽宁省丹东市振兴区汤池镇,21060300
21060399,不详乡镇,辽宁省丹东市振兴区不详乡镇,21060300
21060400,振安区,辽宁省丹东市振安区,21060000
21060401,珍珠街道办事处,辽宁省丹东市振安区珍珠街道办事处,21060400
21060402,五龙背镇,辽宁省丹东市振安区五龙背镇,21060400
21060403,九连城镇,辽宁省丹东市振安区九连城镇,21060400
21060404,汤山城镇,辽宁省丹东市振安区汤山城镇,21060400
21060405,同兴乡,辽宁省丹东市振安区同兴乡,21060400
21060406,楼房乡,辽宁省丹东市振安区楼房乡,21060400
21060407,太平湾街道办事处,辽宁省丹东市振安区太平湾街道办事处,21060400
21060408,金矿街道办事处,辽宁省丹东市振安区金矿街道办事处,21060400
21060409,鸭绿江街道办事处,辽宁省丹东市振安区鸭绿江街道办事处,21060400
21060499,不详乡镇,辽宁省丹东市振安区不详乡镇,21060400
21060500,丹东边境经济合作区,辽宁省丹东市丹东边境经济合作区,21060000
21060501,浪头镇,辽宁省丹东市丹东边境经济合作区浪头镇,21060500
21060502,安民镇,辽宁省丹东市丹东边境经济合作区安民镇,21060500
21060503,江海办事处,辽宁省丹东市丹东边境经济合作区江海办事处,21060500
21060599,不详乡镇,辽宁省丹东市丹东边境经济合作区不详乡镇,21060500
21062400,宽甸满族自治县,辽宁省丹东市宽甸满族自治县,21060000
21062401,永甸镇,辽宁省丹东市宽甸满族自治县永甸镇,21062400
21062402,宽甸镇,辽宁省丹东市宽甸满族自治县宽甸镇,21062400
21062403,石湖沟乡,辽宁省丹东市宽甸满族自治县石湖沟乡,21062400
21062404,大川头镇,辽宁省丹东市宽甸满族自治县大川头镇,21062400
21062405,牛毛坞镇,辽宁省丹东市宽甸满族自治县牛毛坞镇,21062400
21062406,青山沟镇,辽宁省丹东市宽甸满族自治县青山沟镇,21062400
21062407,硼海镇,辽宁省丹东市宽甸满族自治县硼海镇,21062400
21062408,红石镇,辽宁省丹东市宽甸满族自治县红石镇,21062400
21062409,太平哨镇,辽宁省丹东市宽甸满族自治县太平哨镇,21062400
21062410,步达远镇,辽宁省丹东市宽甸满族自治县步达远镇,21062400
21062411,下露河朝鲜族乡,辽宁省丹东市宽甸满族自治县下露河朝鲜族乡,21062400
21062412,青椅山镇,辽宁省丹东市宽甸满族自治县青椅山镇,21062400
21062413,毛甸子镇,辽宁省丹东市宽甸满族自治县毛甸子镇,21062400
21062414,杨木川镇,辽宁省丹东市宽甸满族自治县杨木川镇,21062400
21062415,虎山镇,辽宁省丹东市宽甸满族自治县虎山镇,21062400
21062416,古楼子乡,辽宁省丹东市宽甸满族自治县古楼子乡,21062400
21062417,灌水镇,辽宁省丹东市宽甸满族自治县灌水镇,21062400
21062418,双山子镇,辽宁省丹东市宽甸满族自治县双山子镇,21062400
21062419,八河川镇,辽宁省丹东市宽甸满族自治县八河川镇,21062400
21062420,大西岔镇,辽宁省丹东市宽甸满族自治县大西岔镇,21062400
21062421,长甸镇,辽宁省丹东市宽甸满族自治县长甸镇,21062400
21062422,振江镇,辽宁省丹东市宽甸满族自治县振江镇,21062400
21062499,不详乡镇,辽宁省丹东市宽甸满族自治县不详乡镇,21062400
21068100,东港市,辽宁省丹东市东港市,21060000
21068102,长安镇,辽宁省丹东市东港市长安镇,21068100
21068103,前阳镇,辽宁省丹东市东港市前阳镇,21068100
21068104,大东办事处,辽宁省丹东市东港市大东办事处,21068100
21068105,新兴区办事处,辽宁省丹东市东港市新兴区办事处,21068100
21068106,新城区办事处,辽宁省丹东市东港市新城区办事处,21068100
21068107,十字街镇,辽宁省丹东市东港市十字街镇,21068100
21068108,长山镇,辽宁省丹东市东港市长山镇,21068100
21068109,合隆乡,辽宁省丹东市东港市合隆乡,21068100
21068110,马家店镇,辽宁省丹东市东港市马家店镇,21068100
21068111,北井子镇,辽宁省丹东市东港市北井子镇,21068100
21068112,椅圈镇,辽宁省丹东市东港市椅圈镇,21068100
21068113,龙王庙镇,辽宁省丹东市东港市龙王庙镇,21068100
21068114,黄土坎镇,辽宁省丹东市东港市黄土坎镇,21068100
21068115,小甸子镇,辽宁省丹东市东港市小甸子镇,21068100
21068116,黑沟镇,辽宁省丹东市东港市黑沟镇,21068100
21068117,孤山镇,辽宁省丹东市东港市孤山镇,21068100
21068118,新农镇,辽宁省丹东市东港市新农镇,21068100
21068119,菩萨庙镇,辽宁省丹东市东港市菩萨庙镇,21068100
21068199,不详乡镇,辽宁省丹东市东港市不详乡镇,21068100
21068200,凤城市,辽宁省丹东市凤城市,21060000
21068201,兰旗镇,辽宁省丹东市凤城市兰旗镇,21068200
21068202,红旗镇,辽宁省丹东市凤城市红旗镇,21068200
21068203,白旗镇,辽宁省丹东市凤城市白旗镇,21068200
21068204,沙里寨镇,辽宁省丹东市凤城市沙里寨镇,21068200
21068205,宝山镇,辽宁省丹东市凤城市宝山镇,21068200
21068206,边门镇,辽宁省丹东市凤城市边门镇,21068200
21068207,鸡冠山镇,辽宁省丹东市凤城市鸡冠山镇,21068200
21068208,刘家河镇,辽宁省丹东市凤城市刘家河镇,21068200
21068209,通远堡镇,辽宁省丹东市凤城市通远堡镇,21068200
21068210,弟兄山镇,辽宁省丹东市凤城市弟兄山镇,21068200
21068211,青城子镇,辽宁省丹东市凤城市青城子镇,21068200
21068212,四门子镇,辽宁省丹东市凤城市四门子镇,21068200
21068213,草河经济管理区,辽宁省丹东市凤城市草河经济管理区,21068200
21068214,大堡镇,辽宁省丹东市凤城市大堡镇,21068200
21068215,东汤镇,辽宁省丹东市凤城市东汤镇,21068200
21068216,石城子镇,辽宁省丹东市凤城市石城子镇,21068200
21068217,大兴镇,辽宁省丹东市凤城市大兴镇,21068200
21068218,艾阳镇,辽宁省丹东市凤城市艾阳镇,21068200
21068219,赛马镇,辽宁省丹东市凤城市赛马镇,21068200
21068220,凤山经济管理区,辽宁省丹东市凤城市凤山经济管理区,21068200
21068221,凤凰城经济管理区,辽宁省丹东市凤城市凤凰城经济管理区,21068200
21068299,不详乡镇,辽宁省丹东市凤城市不详乡镇,21068200
21069900,不详县,辽宁省丹东市不详县,21060000
21069999,不详乡镇,辽宁省丹东市不详县不详乡镇,21069900
21070000,锦州市,辽宁省锦州市,21000000
21070200,古塔区,辽宁省锦州市古塔区,21070000
21070201,敬业街道,辽宁省锦州市古塔区敬业街道,21070200
21070202,石油街道,辽宁省锦州市古塔区石油街道,21070200
21070203,站前街道,辽宁省锦州市古塔区站前街道,21070200
21070204,饶阳街道,辽宁省锦州市古塔区饶阳街道,21070200
21070205,北街街道,辽宁省锦州市古塔区北街街道,21070200
21070206,南街街道,辽宁省锦州市古塔区南街街道,21070200
21070207,天安街道,辽宁省锦州市古塔区天安街道,21070200
21070208,保安街道,辽宁省锦州市古塔区保安街道,21070200
21070209,士英街道,辽宁省锦州市古塔区士英街道,21070200
21070210,钟屯乡,辽宁省锦州市古塔区钟屯乡,21070200
21070299,不详乡镇,辽宁省锦州市古塔区不详乡镇,21070200
21070300,凌河区,辽宁省锦州市凌河区,21070000
21070301,凌安街道,辽宁省锦州市凌河区凌安街道,21070300
21070302,龙江街道,辽宁省锦州市凌河区龙江街道,21070300
21070303,榴花街道,辽宁省锦州市凌河区榴花街道,21070300
21070304,菊元街道,辽宁省锦州市凌河区菊元街道,21070300
21070305,锦铁街道,辽宁省锦州市凌河区锦铁街道,21070300
21070306,铁新街道,辽宁省锦州市凌河区铁新街道,21070300
21070307,康宁街道,辽宁省锦州市凌河区康宁街道,21070300
21070308,正大街道,辽宁省锦州市凌河区正大街道,21070300
21070309,石桥子街道,辽宁省锦州市凌河区石桥子街道,21070300
21070310,马家街道,辽宁省锦州市凌河区马家街道,21070300
21070311,百股街道,辽宁省锦州市凌河区百股街道,21070300
21070399,不详乡镇,辽宁省锦州市凌河区不详乡镇,21070300
21070900,经济技术开发区,辽宁省锦州市经济技术开发区,21070000
21070901,王家街道,辽宁省锦州市经济技术开发区王家街道,21070900
21070902,天桥街道,辽宁省锦州市经济技术开发区天桥街道,21070900
21070903,杏山街道,辽宁省锦州市经济技术开发区杏山街道,21070900
21070904,娘娘宫镇,辽宁省锦州市经济技术开发区娘娘宫镇,21070900
21070999,不详乡镇,辽宁省锦州市经济技术开发区不详乡镇,21070900
21071100,太和区,辽宁省锦州市太和区,21070000
21071101,凌西街道,辽宁省锦州市太和区凌西街道,21071100
21071102,太和街道,辽宁省锦州市太和区太和街道,21071100
21071103,汤河子街道,辽宁省锦州市太和区汤河子街道,21071100
21071105,薛家街道,辽宁省锦州市太和区薛家街道,21071100
21071106,兴隆街道,辽宁省锦州市太和区兴隆街道,21071100
21071108,新民乡,辽宁省锦州市太和区新民乡,21071100
21071109,营盘乡,辽宁省锦州市太和区营盘乡,21071100
21071110,大薛乡,辽宁省锦州市太和区大薛乡,21071100
21071112,女儿河乡,辽宁省锦州市太和区女儿河乡,21071100
21071113,凌南街道,辽宁省锦州市太和区凌南街道,21071100
21071114,果树农场街道,辽宁省锦州市太和区果树农场街道,21071100
21071115,松山街道,辽宁省锦州市太和区松山街道,21071100
21071116,巧鸟街道,辽宁省锦州市太和区巧鸟街道,21071100
21071199,不详乡镇,辽宁省锦州市太和区不详乡镇,21071100
21072600,黑山县,辽宁省锦州市黑山县,21070000
21072601,英城子乡,辽宁省锦州市黑山县英城子乡,21072600
21072602,新立屯镇,辽宁省锦州市黑山县新立屯镇,21072600
21072603,芳山镇,辽宁省锦州市黑山县芳山镇,21072600
21072604,八道壕镇,辽宁省锦州市黑山县八道壕镇,21072600
21072605,太和镇,辽宁省锦州市黑山县太和镇,21072600
21072606,白厂门镇,辽宁省锦州市黑山县白厂门镇,21072600
21072607,镇安乡,辽宁省锦州市黑山县镇安乡,21072600
21072608,段家乡,辽宁省锦州市黑山县段家乡,21072600
21072609,大虎山镇,辽宁省锦州市黑山县大虎山镇,21072600
21072610,常兴镇,辽宁省锦州市黑山县常兴镇,21072600
21072611,大兴乡,辽宁省锦州市黑山县大兴乡,21072600
21072612,四家子镇,辽宁省锦州市黑山县四家子镇,21072600
21072613,姜屯镇,辽宁省锦州市黑山县姜屯镇,21072600
21072614,历家镇,辽宁省锦州市黑山县历家镇,21072600
21072615,新兴镇,辽宁省锦州市黑山县新兴镇,21072600
21072616,绕阳河镇,辽宁省锦州市黑山县绕阳河镇,21072600
21072617,半拉门镇,辽宁省锦州市黑山县半拉门镇,21072600
21072618,无梁殿镇,辽宁省锦州市黑山县无梁殿镇,21072600
21072619,薛屯乡,辽宁省锦州市黑山县薛屯乡,21072600
21072620,胡家镇,辽宁省锦州市黑山县胡家镇,21072600
21072621,黑山镇,辽宁省锦州市黑山县黑山镇,21072600
21072622,小东镇,辽宁省锦州市黑山县小东镇,21072600
21072699,不详乡镇,辽宁省锦州市黑山县不详乡镇,21072600
21072700,义县,辽宁省锦州市义县,21070000
21072701,义州镇,辽宁省锦州市义县义州镇,21072700
21072702,城关乡,辽宁省锦州市义县城关乡,21072700
21072703,头道河乡,辽宁省锦州市义县头道河乡,21072700
21072704,刘龙台镇,辽宁省锦州市义县刘龙台镇,21072700
21072705,地藏寺乡,辽宁省锦州市义县地藏寺乡,21072700
21072706,留龙沟乡,辽宁省锦州市义县留龙沟乡,21072700
21072707,大定堡乡,辽宁省锦州市义县大定堡乡,21072700
21072708,七里河镇,辽宁省锦州市义县七里河镇,21072700
21072709,前杨乡,辽宁省锦州市义县前杨乡,21072700
21072710,巨粮屯乡,辽宁省锦州市义县巨粮屯乡,21072700
21072711,白庙子乡,辽宁省锦州市义县白庙子乡,21072700
21072712,张家堡乡,辽宁省锦州市义县张家堡乡,21072700
21072713,大榆树堡镇,辽宁省锦州市义县大榆树堡镇,21072700
21072714,瓦子峪镇,辽宁省锦州市义县瓦子峪镇,21072700
21072715,稍户营子镇,辽宁省锦州市义县稍户营子镇,21072700
21072716,高台子镇,辽宁省锦州市义县高台子镇,21072700
21072717,九道岭镇,辽宁省锦州市义县九道岭镇,21072700
21072718,头台乡,辽宁省锦州市义县头台乡,21072700
21072799,不详乡镇,辽宁省锦州市义县不详乡镇,21072700
21078100,凌海市,辽宁省锦州市凌海市,21070000
21078101,大凌河街道办事处,辽宁省锦州市凌海市大凌河街道办事处,21078100
21078102,金城街道办事处,辽宁省锦州市凌海市金城街道办事处,21078100
21078103,石山镇,辽宁省锦州市凌海市石山镇,21078100
21078104,余积镇,辽宁省锦州市凌海市余积镇,21078100
21078105,闫家镇,辽宁省锦州市凌海市闫家镇,21078100
21078106,双羊镇,辽宁省锦州市凌海市双羊镇,21078100
21078107,班吉塔镇,辽宁省锦州市凌海市班吉塔镇,21078100
21078108,沈家台镇,辽宁省锦州市凌海市沈家台镇,21078100
21078109,三台子镇,辽宁省锦州市凌海市三台子镇,21078100
21078110,右卫满族镇,辽宁省锦州市凌海市右卫满族镇,21078100
21078111,新庄子镇,辽宁省锦州市凌海市新庄子镇,21078100
21078114,翠岩镇,辽宁省锦州市凌海市翠岩镇,21078100
21078115,大业乡,辽宁省锦州市凌海市大业乡,21078100
21078116,西八千乡,辽宁省锦州市凌海市西八千乡,21078100
21078117,建业乡,辽宁省锦州市凌海市建业乡,21078100
21078118,温滴楼满族乡,辽宁省锦州市凌海市温滴楼满族乡,21078100
21078119,板石沟乡,辽宁省锦州市凌海市板石沟乡,21078100
21078120,白台子乡,辽宁省锦州市凌海市白台子乡,21078100
21078121,谢屯乡,辽宁省锦州市凌海市谢屯乡,21078100
21078122,安屯镇,辽宁省锦州市凌海市安屯镇,21078100
21078123,大有农场,辽宁省锦州市凌海市大有农场,21078100
21078199,不详乡镇,辽宁省锦州市凌海市不详乡镇,21078100
21078200,北镇市,辽宁省锦州市北镇市,21070000
21078201,广宁乡,辽宁省锦州市北镇市广宁乡,21078200
21078202,北镇街道,辽宁省锦州市北镇市北镇街道,21078200
21078203,观音阁街道,辽宁省锦州市北镇市观音阁街道,21078200
21078204,沟帮子镇,辽宁省锦州市北镇市沟帮子镇,21078200
21078205,中安镇,辽宁省锦州市北镇市中安镇,21078200
21078206,正安镇,辽宁省锦州市北镇市正安镇,21078200
21078207,大市镇,辽宁省锦州市北镇市大市镇,21078200
21078208,富屯乡,辽宁省锦州市北镇市富屯乡,21078200
21078209,高山子监狱,辽宁省锦州市北镇市高山子监狱,21078200
21078210,吴家乡,辽宁省锦州市北镇市吴家乡,21078200
21078211,柳家乡,辽宁省锦州市北镇市柳家乡,21078200
21078212,大屯乡,辽宁省锦州市北镇市大屯乡,21078200
21078213,赵屯镇,辽宁省锦州市北镇市赵屯镇,21078200
21078214,罗罗堡镇,辽宁省锦州市北镇市罗罗堡镇,21078200
21078215,鲍家乡,辽宁省锦州市北镇市鲍家乡,21078200
21078216,廖屯镇,辽宁省锦州市北镇市廖屯镇,21078200
21078217,新立农场,辽宁省锦州市北镇市新立农场,21078200
21078218,常兴镇,辽宁省锦州市北镇市常兴镇,21078200
21078219,闾阳镇,辽宁省锦州市北镇市闾阳镇,21078200
21078220,青堆子镇,辽宁省锦州市北镇市青堆子镇,21078200
21078221,高山子镇,辽宁省锦州市北镇市高山子镇,21078200
21078299,不详乡镇,辽宁省锦州市北镇市不详乡镇,21078200
21079900,不详县,辽宁省锦州市不详县,21070000
21079999,不详乡镇,辽宁省锦州市不详县不详乡镇,21079900
21080000,营口市,辽宁省营口市,21000000
21080200,站前区,辽宁省营口市站前区,21080000
21080201,八田地办事处,辽宁省营口市站前区八田地办事处,21080200
21080202,建设办事处,辽宁省营口市站前区建设办事处,21080200
21080203,跃进办事处,辽宁省营口市站前区跃进办事处,21080200
21080204,东风办事处,辽宁省营口市站前区东风办事处,21080200
21080205,新兴办事处,辽宁省营口市站前区新兴办事处,21080200
21080206,建丰办事处,辽宁省营口市站前区建丰办事处,21080200
21080207,新生办事处,辽宁省营口市站前区新生办事处,21080200
21080299,不详乡镇,辽宁省营口市站前区不详乡镇,21080200
21080300,西市区,辽宁省营口市西市区,21080000
21080301,渔市办事处,辽宁省营口市西市区渔市办事处,21080300
21080302,滨海办事处,辽宁省营口市西市区滨海办事处,21080300
21080303,清华办事处,辽宁省营口市西市区清华办事处,21080300
21080304,胜利办事处,辽宁省营口市西市区胜利办事处,21080300
21080305,得胜办事处,辽宁省营口市西市区得胜办事处,21080300
21080306,五台子办事处,辽宁省营口市西市区五台子办事处,21080300
21080307,河北办事处,辽宁省营口市西市区河北办事处,21080300
21080399,不详乡镇,辽宁省营口市西市区不详乡镇,21080300
21080400,鲅鱼圈区,辽宁省营口市鲅鱼圈区,21080000
21080401,海星办事处,辽宁省营口市鲅鱼圈区海星办事处,21080400
21080402,海东办事处,辽宁省营口市鲅鱼圈区海东办事处,21080400
21080403,望海办事处,辽宁省营口市鲅鱼圈区望海办事处,21080400
21080404,红海办事处,辽宁省营口市鲅鱼圈区红海办事处,21080400
21080405,熊岳镇,辽宁省营口市鲅鱼圈区熊岳镇,21080400
21080406,红旗镇,辽宁省营口市鲅鱼圈区红旗镇,21080400
21080407,卢屯镇,辽宁省营口市鲅鱼圈区卢屯镇,21080400
21080499,不详乡镇,辽宁省营口市鲅鱼圈区不详乡镇,21080400
21081100,老边区,辽宁省营口市老边区,21080000
21081101,街道办事处,辽宁省营口市老边区街道办事处,21081100
21081102,边城办事处,辽宁省营口市老边区边城办事处,21081100
21081103,路南乡,辽宁省营口市老边区路南乡,21081100
21081104,柳树乡,辽宁省营口市老边区柳树乡,21081100
21081105,二道乡,辽宁省营口市老边区二道乡,21081100
21081106,示范场办事处,辽宁省营口市老边区示范场办事处,21081100
21081199,不详乡镇,辽宁省营口市老边区不详乡镇,21081100
21088100,盖州市,辽宁省营口市盖州市,21080000
21088101,暖泉乡,辽宁省营口市盖州市暖泉乡,21088100
21088102,高屯乡,辽宁省营口市盖州市高屯乡,21088100
21088104,杨运乡,辽宁省营口市盖州市杨运乡,21088100
21088105,什字街乡,辽宁省营口市盖州市什字街乡,21088100
21088106,万福镇,辽宁省营口市盖州市万福镇,21088100
21088107,梁屯镇,辽宁省营口市盖州市梁屯镇,21088100
21088108,卧龙泉乡,辽宁省营口市盖州市卧龙泉乡,21088100
21088109,矿洞沟乡,辽宁省营口市盖州市矿洞沟乡,21088100
21088110,东城办事处,辽宁省营口市盖州市东城办事处,21088100
21088111,青石岭乡,辽宁省营口市盖州市青石岭乡,21088100
21088112,团甸乡,辽宁省营口市盖州市团甸乡,21088100
21088113,榜式卜乡,辽宁省营口市盖州市榜式卜乡,21088100
21088114,徐屯乡,辽宁省营口市盖州市徐屯乡,21088100
21088115,太阳升乡,辽宁省营口市盖州市太阳升乡,21088100
21088116,团山乡,辽宁省营口市盖州市团山乡,21088100
21088117,沙岗镇,辽宁省营口市盖州市沙岗镇,21088100
21088119,双台乡,辽宁省营口市盖州市双台乡,21088100
21088122,九垄地乡,辽宁省营口市盖州市九垄地乡,21088100
21088123,归州乡,辽宁省营口市盖州市归州乡,21088100
21088124,九寨乡,辽宁省营口市盖州市九寨乡,21088100
21088126,陈屯乡,辽宁省营口市盖州市陈屯乡,21088100
21088129,小石棚乡,辽宁省营口市盖州市小石棚乡,21088100
21088132,西海乡,辽宁省营口市盖州市西海乡,21088100
